"Region","Age","year","PopSize","ageGroup2","ageGroup3","ageGroup5","ageGroup6","ageGroup7"
"East Midlands",65,2010,50256,"adults","65+","65+","65+","65+"
"East Midlands",65,2011,50294,"adults","65+","65+","65+","65+"
"East Midlands",65,2012,64625,"adults","65+","65+","65+","65+"
"East Midlands",65,2013,59462,"adults","65+","65+","65+","65+"
"East Midlands",65,2014,55387,"adults","65+","65+","65+","65+"
"East Midlands",65,2015,53918,"adults","65+","65+","65+","65+"
"East Midlands",65,2016,52208,"adults","65+","65+","65+","65+"
"East Midlands",65,2017,51609,"adults","65+","65+","65+","65+"
"East Midlands",65,2018,52094,"adults","65+","65+","65+","65+"
"East Midlands",65,2019,52344,"adults","65+","65+","65+","65+"
"East Midlands",65,2020,50860,"adults","65+","65+","65+","65+"
"East Midlands",65,2021,52778,"adults","65+","65+","65+","65+"
"East Midlands",65,2022,54159,"adults","65+","65+","65+","65+"
"East Midlands",65,2023,56780,"adults","65+","65+","65+","65+"
"East Midlands",65,2024,56780,"adults","65+","65+","65+","65+"
"East Midlands",66,2001,38018,"adults","65+","65+","65+","65+"
"East Midlands",66,2002,38925,"adults","65+","65+","65+","65+"
"East Midlands",66,2003,39868,"adults","65+","65+","65+","65+"
"East Midlands",66,2004,40909,"adults","65+","65+","65+","65+"
"East Midlands",66,2005,41065,"adults","65+","65+","65+","65+"
"East Midlands",66,2006,40508,"adults","65+","65+","65+","65+"
"East Midlands",66,2007,38812,"adults","65+","65+","65+","65+"
"East Midlands",66,2008,41891,"adults","65+","65+","65+","65+"
"East Midlands",66,2009,46951,"adults","65+","65+","65+","65+"
"East Midlands",66,2010,50855,"adults","65+","65+","65+","65+"
"East Midlands",66,2011,49693,"adults","65+","65+","65+","65+"
"East Midlands",66,2012,49843,"adults","65+","65+","65+","65+"
"East Midlands",66,2013,64006,"adults","65+","65+","65+","65+"
"East Midlands",66,2014,59050,"adults","65+","65+","65+","65+"
"East Midlands",66,2015,55053,"adults","65+","65+","65+","65+"
"East Midlands",66,2016,53503,"adults","65+","65+","65+","65+"
"East Midlands",66,2017,51837,"adults","65+","65+","65+","65+"
"East Midlands",66,2018,51248,"adults","65+","65+","65+","65+"
"East Midlands",66,2019,51494,"adults","65+","65+","65+","65+"
"East Midlands",66,2020,51902,"adults","65+","65+","65+","65+"
"East Midlands",66,2021,50401,"adults","65+","65+","65+","65+"
"East Midlands",66,2022,52418,"adults","65+","65+","65+","65+"
"East Midlands",66,2023,53739,"adults","65+","65+","65+","65+"
"East Midlands",66,2024,53739,"adults","65+","65+","65+","65+"
"East Midlands",67,2001,36683,"adults","65+","65+","65+","65+"
"East Midlands",67,2002,37614,"adults","65+","65+","65+","65+"
"East Midlands",67,2003,38435,"adults","65+","65+","65+","65+"
"East Midlands",67,2004,39318,"adults","65+","65+","65+","65+"
"East Midlands",67,2005,40383,"adults","65+","65+","65+","65+"
"East Midlands",67,2006,40560,"adults","65+","65+","65+","65+"
"East Midlands",67,2007,39937,"adults","65+","65+","65+","65+"
"East Midlands",67,2008,38341,"adults","65+","65+","65+","65+"
"East Midlands",67,2009,41332,"adults","65+","65+","65+","65+"
"East Midlands",67,2010,46488,"adults","65+","65+","65+","65+"
"East Midlands",67,2011,50430,"adults","65+","65+","65+","65+"
"East Midlands",67,2012,49173,"adults","65+","65+","65+","65+"
"East Midlands",67,2013,49351,"adults","65+","65+","65+","65+"
"East Midlands",67,2014,63448,"adults","65+","65+","65+","65+"
"East Midlands",67,2015,58499,"adults","65+","65+","65+","65+"
"East Midlands",67,2016,54646,"adults","65+","65+","65+","65+"
"East Midlands",67,2017,52886,"adults","65+","65+","65+","65+"
"East Midlands",67,2018,51359,"adults","65+","65+","65+","65+"
"East Midlands",67,2019,50676,"adults","65+","65+","65+","65+"
"East Midlands",67,2020,50876,"adults","65+","65+","65+","65+"
"East Midlands",67,2021,51430,"adults","65+","65+","65+","65+"
"East Midlands",67,2022,49972,"adults","65+","65+","65+","65+"
"East Midlands",67,2023,51932,"adults","65+","65+","65+","65+"
"East Midlands",67,2024,51932,"adults","65+","65+","65+","65+"
"East Midlands",68,2001,36324,"adults","65+","65+","65+","65+"
"East Midlands",68,2002,36179,"adults","65+","65+","65+","65+"
"East Midlands",68,2003,37050,"adults","65+","65+","65+","65+"
"East Midlands",68,2004,37843,"adults","65+","65+","65+","65+"
"East Midlands",68,2005,38739,"adults","65+","65+","65+","65+"
"East Midlands",68,2006,39698,"adults","65+","65+","65+","65+"
"East Midlands",68,2007,40076,"adults","65+","65+","65+","65+"
"East Midlands",68,2008,39460,"adults","65+","65+","65+","65+"
"East Midlands",68,2009,37773,"adults","65+","65+","65+","65+"
"East Midlands",68,2010,40890,"adults","65+","65+","65+","65+"
"East Midlands",68,2011,45938,"adults","65+","65+","65+","65+"
"East Midlands",68,2012,49887,"adults","65+","65+","65+","65+"
"East Midlands",68,2013,48663,"adults","65+","65+","65+","65+"
"East Midlands",68,2014,48910,"adults","65+","65+","65+","65+"
"East Midlands",68,2015,62743,"adults","65+","65+","65+","65+"
"East Midlands",68,2016,58025,"adults","65+","65+","65+","65+"
"East Midlands",68,2017,54139,"adults","65+","65+","65+","65+"
"East Midlands",68,2018,52389,"adults","65+","65+","65+","65+"
"East Midlands",68,2019,50693,"adults","65+","65+","65+","65+"
"East Midlands",68,2020,50109,"adults","65+","65+","65+","65+"
"East Midlands",68,2021,50270,"adults","65+","65+","65+","65+"
"East Midlands",68,2022,50917,"adults","65+","65+","65+","65+"
"East Midlands",68,2023,49467,"adults","65+","65+","65+","65+"
"East Midlands",68,2024,49467,"adults","65+","65+","65+","65+"
"East Midlands",69,2001,36599,"adults","65+","65+","65+","65+"
"East Midlands",69,2002,35747,"adults","65+","65+","65+","65+"
"East Midlands",69,2003,35551,"adults","65+","65+","65+","65+"
"East Midlands",69,2004,36401,"adults","65+","65+","65+","65+"
"East Midlands",69,2005,37202,"adults","65+","65+","65+","65+"
"East Midlands",69,2006,38034,"adults","65+","65+","65+","65+"
"East Midlands",69,2007,39048,"adults","65+","65+","65+","65+"
"East Midlands",69,2008,39625,"adults","65+","65+","65+","65+"
"East Midlands",69,2009,38889,"adults","65+","65+","65+","65+"
"East Midlands",69,2010,37105,"adults","65+","65+","65+","65+"
"East Midlands",69,2011,40314,"adults","65+","65+","65+","65+"
"East Midlands",69,2012,45410,"adults","65+","65+","65+","65+"
"East Midlands",69,2013,49258,"adults","65+","65+","65+","65+"
"East Midlands",69,2014,48146,"adults","65+","65+","65+","65+"
"East Midlands",69,2015,48306,"adults","65+","65+","65+","65+"
"East Midlands",69,2016,61977,"adults","65+","65+","65+","65+"
"East Midlands",69,2017,57325,"adults","65+","65+","65+","65+"
"East Midlands",69,2018,53395,"adults","65+","65+","65+","65+"
"East Midlands",69,2019,51694,"adults","65+","65+","65+","65+"
"East Midlands",69,2020,49997,"adults","65+","65+","65+","65+"
"East Midlands",69,2021,49532,"adults","65+","65+","65+","65+"
"East Midlands",69,2022,49757,"adults","65+","65+","65+","65+"
"East Midlands",69,2023,50311,"adults","65+","65+","65+","65+"
"East Midlands",69,2024,50311,"adults","65+","65+","65+","65+"
"East Midlands",70,2001,36202,"adults","65+","65+","65+","65+"
"East Midlands",70,2002,35907,"adults","65+","65+","65+","65+"
"East Midlands",70,2003,35150,"adults","65+","65+","65+","65+"
"East Midlands",70,2004,34879,"adults","65+","65+","65+","65+"
"East Midlands",70,2005,35737,"adults","65+","65+","65+","65+"
"East Midlands",70,2006,36515,"adults","65+","65+","65+","65+"
"East Midlands",70,2007,37356,"adults","65+","65+","65+","65+"
"East Midlands",70,2008,38465,"adults","65+","65+","65+","65+"
"East Midlands",70,2009,39058,"adults","65+","65+","65+","65+"
"East Midlands",70,2010,38218,"adults","65+","65+","65+","65+"
"East Midlands",70,2011,36500,"adults","65+","65+","65+","65+"
"East Midlands",70,2012,39671,"adults","65+","65+","65+","65+"
"East Midlands",70,2013,44739,"adults","65+","65+","65+","65+"
"East Midlands",70,2014,48623,"adults","65+","65+","65+","65+"
"East Midlands",70,2015,47469,"adults","65+","65+","65+","65+"
"East Midlands",70,2016,47662,"adults","65+","65+","65+","65+"
"East Midlands",70,2017,61216,"adults","65+","65+","65+","65+"
"East Midlands",70,2018,56594,"adults","65+","65+","65+","65+"
"East Midlands",70,2019,52610,"adults","65+","65+","65+","65+"
"East Midlands",70,2020,50882,"adults","65+","65+","65+","65+"
"East Midlands",70,2021,49285,"adults","65+","65+","65+","65+"
"East Midlands",70,2022,48874,"adults","65+","65+","65+","65+"
"East Midlands",70,2023,48985,"adults","65+","65+","65+","65+"
"East Midlands",70,2024,48985,"adults","65+","65+","65+","65+"
"East Midlands",71,2001,35128,"adults","65+","65+","65+","65+"
"East Midlands",71,2002,35478,"adults","65+","65+","65+","65+"
"East Midlands",71,2003,35208,"adults","65+","65+","65+","65+"
"East Midlands",71,2004,34383,"adults","65+","65+","65+","65+"
"East Midlands",71,2005,34124,"adults","65+","65+","65+","65+"
"East Midlands",71,2006,34970,"adults","65+","65+","65+","65+"
"East Midlands",71,2007,35768,"adults","65+","65+","65+","65+"
"East Midlands",71,2008,36690,"adults","65+","65+","65+","65+"
"East Midlands",71,2009,37770,"adults","65+","65+","65+","65+"
"East Midlands",71,2010,38429,"adults","65+","65+","65+","65+"
"East Midlands",71,2011,37493,"adults","65+","65+","65+","65+"
"East Midlands",71,2012,35859,"adults","65+","65+","65+","65+"
"East Midlands",71,2013,39048,"adults","65+","65+","65+","65+"
"East Midlands",71,2014,44049,"adults","65+","65+","65+","65+"
"East Midlands",71,2015,47853,"adults","65+","65+","65+","65+"
"East Midlands",71,2016,46806,"adults","65+","65+","65+","65+"
"East Midlands",71,2017,46844,"adults","65+","65+","65+","65+"
"East Midlands",71,2018,60333,"adults","65+","65+","65+","65+"
"East Midlands",71,2019,55758,"adults","65+","65+","65+","65+"
"East Midlands",71,2020,51717,"adults","65+","65+","65+","65+"
"East Midlands",71,2021,50056,"adults","65+","65+","65+","65+"
"East Midlands",71,2022,48493,"adults","65+","65+","65+","65+"
"East Midlands",71,2023,48025,"adults","65+","65+","65+","65+"
"East Midlands",71,2024,48025,"adults","65+","65+","65+","65+"
"East Midlands",72,2001,34040,"adults","65+","65+","65+","65+"
"East Midlands",72,2002,34201,"adults","65+","65+","65+","65+"
"East Midlands",72,2003,34592,"adults","65+","65+","65+","65+"
"East Midlands",72,2004,34362,"adults","65+","65+","65+","65+"
"East Midlands",72,2005,33501,"adults","65+","65+","65+","65+"
"East Midlands",72,2006,33292,"adults","65+","65+","65+","65+"
"East Midlands",72,2007,34264,"adults","65+","65+","65+","65+"
"East Midlands",72,2008,35060,"adults","65+","65+","65+","65+"
"East Midlands",72,2009,35919,"adults","65+","65+","65+","65+"
"East Midlands",72,2010,36976,"adults","65+","65+","65+","65+"
"East Midlands",72,2011,37727,"adults","65+","65+","65+","65+"
"East Midlands",72,2012,36795,"adults","65+","65+","65+","65+"
"East Midlands",72,2013,35190,"adults","65+","65+","65+","65+"
"East Midlands",72,2014,38405,"adults","65+","65+","65+","65+"
"East Midlands",72,2015,43244,"adults","65+","65+","65+","65+"
"East Midlands",72,2016,47094,"adults","65+","65+","65+","65+"
"East Midlands",72,2017,45990,"adults","65+","65+","65+","65+"
"East Midlands",72,2018,46042,"adults","65+","65+","65+","65+"
"East Midlands",72,2019,59247,"adults","65+","65+","65+","65+"
"East Midlands",72,2020,54614,"adults","65+","65+","65+","65+"
"East Midlands",72,2021,50826,"adults","65+","65+","65+","65+"
"East Midlands",72,2022,49311,"adults","65+","65+","65+","65+"
"East Midlands",72,2023,47680,"adults","65+","65+","65+","65+"
"East Midlands",72,2024,47680,"adults","65+","65+","65+","65+"
"East Midlands",73,2001,32777,"adults","65+","65+","65+","65+"
"East Midlands",73,2002,33068,"adults","65+","65+","65+","65+"
"East Midlands",73,2003,33199,"adults","65+","65+","65+","65+"
"East Midlands",73,2004,33702,"adults","65+","65+","65+","65+"
"East Midlands",73,2005,33472,"adults","65+","65+","65+","65+"
"East Midlands",73,2006,32605,"adults","65+","65+","65+","65+"
"East Midlands",73,2007,32493,"adults","65+","65+","65+","65+"
"East Midlands",73,2008,33509,"adults","65+","65+","65+","65+"
"East Midlands",73,2009,34240,"adults","65+","65+","65+","65+"
"East Midlands",73,2010,35144,"adults","65+","65+","65+","65+"
"East Midlands",73,2011,36189,"adults","65+","65+","65+","65+"
"East Midlands",73,2012,36919,"adults","65+","65+","65+","65+"
"East Midlands",73,2013,36029,"adults","65+","65+","65+","65+"
"East Midlands",73,2014,34482,"adults","65+","65+","65+","65+"
"East Midlands",73,2015,37711,"adults","65+","65+","65+","65+"
"East Midlands",73,2016,42486,"adults","65+","65+","65+","65+"
"East Midlands",73,2017,46180,"adults","65+","65+","65+","65+"
"East Midlands",73,2018,45107,"adults","65+","65+","65+","65+"
"East Midlands",73,2019,45119,"adults","65+","65+","65+","65+"
"East Midlands",73,2020,57992,"adults","65+","65+","65+","65+"
"East Midlands",73,2021,53536,"adults","65+","65+","65+","65+"
"East Midlands",73,2022,49952,"adults","65+","65+","65+","65+"
"East Midlands",73,2023,48349,"adults","65+","65+","65+","65+"
"East Midlands",73,2024,48349,"adults","65+","65+","65+","65+"
"East Midlands",74,2001,31817,"adults","65+","65+","65+","65+"
"East Midlands",74,2002,31818,"adults","65+","65+","65+","65+"
"East Midlands",74,2003,32056,"adults","65+","65+","65+","65+"
"East Midlands",74,2004,32249,"adults","65+","65+","65+","65+"
"East Midlands",74,2005,32771,"adults","65+","65+","65+","65+"
"East Midlands",74,2006,32509,"adults","65+","65+","65+","65+"
"East Midlands",74,2007,31713,"adults","65+","65+","65+","65+"
"East Midlands",74,2008,31664,"adults","65+","65+","65+","65+"
"East Midlands",74,2009,32751,"adults","65+","65+","65+","65+"
"East Midlands",74,2010,33408,"adults","65+","65+","65+","65+"
"East Midlands",74,2011,34255,"adults","65+","65+","65+","65+"
"East Midlands",74,2012,35387,"adults","65+","65+","65+","65+"
"East Midlands",74,2013,36099,"adults","65+","65+","65+","65+"
"East Midlands",74,2014,35257,"adults","65+","65+","65+","65+"
"East Midlands",74,2015,33728,"adults","65+","65+","65+","65+"
"East Midlands",74,2016,36928,"adults","65+","65+","65+","65+"
"East Midlands",74,2017,41611,"adults","65+","65+","65+","65+"
"East Midlands",74,2018,45287,"adults","65+","65+","65+","65+"
"East Midlands",74,2019,44277,"adults","65+","65+","65+","65+"
"East Midlands",74,2020,44043,"adults","65+","65+","65+","65+"
"East Midlands",74,2021,56715,"adults","65+","65+","65+","65+"
"East Midlands",74,2022,52396,"adults","65+","65+","65+","65+"
"East Midlands",74,2023,48859,"adults","65+","65+","65+","65+"
"East Midlands",74,2024,48859,"adults","65+","65+","65+","65+"
"East Midlands",75,2001,31157,"adults","65+","65+","65+","65+"
"East Midlands",75,2002,30728,"adults","65+","65+","65+","65+"
"East Midlands",75,2003,30674,"adults","65+","65+","65+","65+"
"East Midlands",75,2004,30995,"adults","65+","65+","65+","65+"
"East Midlands",75,2005,31270,"adults","65+","65+","65+","65+"
"East Midlands",75,2006,31764,"adults","65+","65+","65+","65+"
"East Midlands",75,2007,31537,"adults","65+","65+","65+","65+"
"East Midlands",75,2008,30781,"adults","65+","65+","65+","65+"
"East Midlands",75,2009,30798,"adults","65+","65+","65+","65+"
"East Midlands",75,2010,31907,"adults","65+","65+","65+","65+"
"East Midlands",75,2011,32486,"adults","65+","65+","65+","65+"
"East Midlands",75,2012,33408,"adults","65+","65+","65+","65+"
"East Midlands",75,2013,34517,"adults","65+","65+","65+","65+"
"East Midlands",75,2014,35280,"adults","65+","65+","65+","65+"
"East Midlands",75,2015,34380,"adults","65+","65+","65+","65+"
"East Midlands",75,2016,32878,"adults","65+","65+","65+","65+"
"East Midlands",75,2017,36069,"adults","65+","65+","65+","65+"
"East Midlands",75,2018,40658,"adults","65+","65+","65+","65+"
"East Midlands",75,2019,44186,"adults","65+","65+","65+","65+"
"East Midlands",75,2020,43123,"adults","65+","65+","65+","65+"
"East Midlands",75,2021,42911,"adults","65+","65+","65+","65+"
"East Midlands",75,2022,55381,"adults","65+","65+","65+","65+"
"East Midlands",75,2023,51113,"adults","65+","65+","65+","65+"
"East Midlands",75,2024,51113,"adults","65+","65+","65+","65+"
"East Midlands",76,2001,29752,"adults","65+","65+","65+","65+"
"East Midlands",76,2002,29862,"adults","65+","65+","65+","65+"
"East Midlands",76,2003,29517,"adults","65+","65+","65+","65+"
"East Midlands",76,2004,29574,"adults","65+","65+","65+","65+"
"East Midlands",76,2005,29823,"adults","65+","65+","65+","65+"
"East Midlands",76,2006,30113,"adults","65+","65+","65+","65+"
"East Midlands",76,2007,30681,"adults","65+","65+","65+","65+"
"East Midlands",76,2008,30531,"adults","65+","65+","65+","65+"
"East Midlands",76,2009,29747,"adults","65+","65+","65+","65+"
"East Midlands",76,2010,29943,"adults","65+","65+","65+","65+"
"East Midlands",76,2011,30985,"adults","65+","65+","65+","65+"
"East Midlands",76,2012,31575,"adults","65+","65+","65+","65+"
"East Midlands",76,2013,32479,"adults","65+","65+","65+","65+"
"East Midlands",76,2014,33597,"adults","65+","65+","65+","65+"
"East Midlands",76,2015,34351,"adults","65+","65+","65+","65+"
"East Midlands",76,2016,33407,"adults","65+","65+","65+","65+"
"East Midlands",76,2017,31945,"adults","65+","65+","65+","65+"
"East Midlands",76,2018,35189,"adults","65+","65+","65+","65+"
"East Midlands",76,2019,39589,"adults","65+","65+","65+","65+"
"East Midlands",76,2020,42869,"adults","65+","65+","65+","65+"
"East Midlands",76,2021,41941,"adults","65+","65+","65+","65+"
"East Midlands",76,2022,41693,"adults","65+","65+","65+","65+"
"East Midlands",76,2023,53933,"adults","65+","65+","65+","65+"
"East Midlands",76,2024,53933,"adults","65+","65+","65+","65+"
"East Midlands",77,2001,28361,"adults","65+","65+","65+","65+"
"East Midlands",77,2002,28505,"adults","65+","65+","65+","65+"
"East Midlands",77,2003,28538,"adults","65+","65+","65+","65+"
"East Midlands",77,2004,28201,"adults","65+","65+","65+","65+"
"East Midlands",77,2005,28407,"adults","65+","65+","65+","65+"
"East Midlands",77,2006,28632,"adults","65+","65+","65+","65+"
